"","Endothelial cells","Fibroblasts","Granulocytes","Macrophages","T cells"
"HMDB0000562",2.78145657218042e-09,-0.999999994485583,5.18351114008746e-11,-0.999999997423955,-0.999999999381771
"HMDB0000568",-0.918663212225717,0.0311131448411829,-0.957644955636292,0.0471176845502374,-0.870906850095947
"HMDB0000570",5.85881740653414e-06,-0.999984759014483,-0.999997847409577,5.75480980316307e-08,1.52370821978603e-08
"HMDB0000573",-0.999955857747773,7.83286552740996e-06,8.08731038571347e-06,5.63829063527627e-05,-0.999937726156442
"HMDB0000574",-0.977960793658883,0.00524710362430986,-0.977309002576,-0.999841804138944,-0.998115475915804
"HMDB0000577",1.94980834323896e-10,8.33618050460136e-09,4.63314779377509e-10,1.30330716340144e-10,-0.999999999976359
"HMDB0000586",-0.999999999788387,3.1707192213154e-09,-0.999999999479932,2.64014338657656e-11,-0.999999998997815
"HMDB0000588",-0.999999994847597,5.18007438903248e-09,-0.999999999942934,4.71952406576152e-09,1.10130260323172e-08
"HMDB0000595",0.0485486043649723,-0.992433969803389,0.0272024350498813,-0.97958704911256,0.00987690984432426
"HMDB0000608",-0.999999793356307,-0.999996173540329,1.56689261584874e-07,-0.999999965503267,6.00580595137126e-07
"HMDB0000619",1.04917725713014e-08,2.60757141842775e-08,6.90089036059198e-09,8.35823402877648e-09,3.90155151256056e-09
"HMDB0000620",3.05386706542907e-06,-0.999984637631751,8.27759418793289e-08,7.97301905010188e-09,1.11873844831329e-05
"HMDB0000621",-0.999999997901705,-0.999999973636796,1.8304677184336e-09,6.18100458832551e-10,-0.999999994021046
"HMDB0000622",7.49841207998125e-06,4.94855933881317e-05,3.29724186594223e-08,3.48357276428833e-06,2.91194532993066e-05
"HMDB0000623",-0.999996312980074,-0.999978155535113,6.66174986509126e-09,1.97613806525479e-05,-0.999996810748042
"HMDB0000625",-0.999696817484336,0.000542612496669313,0.220976029987577,0.0641194576899076,0.0356834503862104
"HMDB0000630",2.33829114177267e-09,-0.999999940309389,-0.999999999915973,-0.999999998690821,-0.999999996420745
"HMDB0000631",-0.975458627852235,-0.97260076045984,0.062011895440603,0.0126997574082121,0.115583871560214
"HMDB0000637",1.64028286894587e-08,2.15605549012521e-08,1.47681780587775e-08,2.42591382246711e-09,1.78872720029921e-08
"HMDB0000638",3.48529677266496e-05,-0.999983110777222,1.07939599900377e-05,1.63358891889781e-05,-0.99999934692132
"HMDB0000641",-0.992062722394508,0.0065055270767884,-0.995490917256668,-0.991396312216892,-0.998108530702665
"HMDB0000643",-0.99999924723988,9.41665114985248e-08,-0.99999999992908,4.56011652786328e-09,1.91847895920724e-08
"HMDB0000646",6.65741723178486e-07,1.67624987128935e-07,-0.999999404038734,1.58043343123161e-07,-0.999998407327881
"HMDB0000660",-0.999999992227366,-0.999999855920693,-0.999999998580596,-0.999999979413211,-0.999999976096385
"HMDB0000661",6.54871080010346e-12,6.72204737147518e-13,-1,-0.999999999999899,-0.999999999996234
